epoch,learning_times,real_time,,,,
562,506,0.636065722,,,,
563,510,0.620679855,,,,
564,529,0.648488998,,,,
565,603,0.730145931,,,,
566,528,0.640697956,,,,
567,538,0.657791138,,,,
568,538,0.686707258,,,,
569,491,0.602133036,,,,
570,568,0.695264101,,,,
571,578,0.704859734,,,,
572,631,0.764364958,,,,
573,483,0.584589958,,,,
574,624,0.773142099,,,,
575,508,0.614832163,,,,
576,621,0.755071163,,,,
577,553,0.678025961,,,,
578,768,0.953617096,,,,
579,595,0.71732688,,,,
580,738,0.891195774,,,,
581,837,1.015109301,,,,
582,591,0.757015944,,,,
583,493,0.600860357,,,,
584,559,0.678235054,,,,
585,477,0.580465078,,,,
586,530,0.646018028,,,,
587,596,0.724100828,,,,
588,544,0.665853024,,,,
589,602,0.731246948,,,,
590,542,0.661158323,,,,
591,512,0.621064901,,,,
592,480,0.591298103,,,,
593,552,0.675884008,,,,
594,614,0.742224932,,,,
595,496,0.607956171,,,,
596,581,0.702298164,,,,
597,482,0.623469114,,,,
598,498,0.612999916,,,,
599,594,0.720622778,,,,
600,416,0.591720104,,,,
601,637,0.969000101,,,,
602,529,0.692923784,,,,
603,536,0.653190136,,,,
604,755,0.924401283,,,,
605,586,0.726516962,,,,
606,563,0.691567183,,,,
607,566,0.684427977,,,,
608,460,0.558968782,,,,
609,509,0.624459982,,,,
610,458,0.555311918,,,,
611,529,0.671887875,,,,
612,554,0.678000927,,,,
613,549,0.6663692,,,,
614,521,0.636420012,,,,
615,556,0.67463994,,,,
616,563,0.683676004,,,,
617,460,0.564722061,,,,
618,582,0.722747803,,,,
619,451,0.622184992,,,,
620,552,0.681071043,,,,
621,455,0.558873653,,,,
622,573,0.711800814,,,,
623,536,0.653825045,,,,
624,530,0.642660856,,,,
625,645,0.791917801,,,,
626,477,0.579835892,,,,
627,488,0.635679245,,,,
628,791,0.954164982,,,,
629,509,0.618700981,,,,
630,766,0.925774097,,,,
631,506,0.631378889,,,,
632,538,0.653952122,,,,
633,636,0.771227837,,,,
634,565,0.696255922,,,,
635,507,0.617063999,,,,
636,501,0.608117104,,,,
637,513,0.622909784,,,,
638,600,0.727034807,,,,
639,539,0.658181906,,,,
640,445,0.542829037,,,,
641,590,0.7553792,,,,
642,570,0.695461035,,,,
643,684,0.825853825,,,,
644,484,0.584527016,,,,
645,536,0.650410891,,,,
646,457,0.564430952,,,,
647,556,0.673740149,,,,
648,438,0.532984018,,,,
649,565,0.711013079,,,,
650,798,0.976115942,,,,
651,667,0.900346279,,,,
652,477,0.583117008,,,,
653,461,0.565339088,,,,
654,375,0.455920219,,,,
655,563,0.695688963,,,,
656,445,0.584447145,,,,
657,554,0.67789793,,,,
658,464,0.581387997,,,,
659,656,0.794616938,,,,
660,587,0.711186886,,,,
661,396,0.499315023,,,,
662,484,0.590069056,,,,
663,567,0.686084986,,,,
664,503,0.619263887,,,,
665,517,0.630604982,,,,
666,561,0.699773788,,,,
667,506,0.613982201,,,,
668,558,0.674603224,,,,
669,571,0.694525003,,,,
670,540,0.655748129,,,,
671,527,0.704855204,,,,
672,530,0.650953054,,,,
673,524,0.638018847,,,,
674,562,0.685092211,,,,
675,536,0.650333881,,,,
676,477,0.583153248,,,,
677,410,0.503192663,,,,
678,479,0.583909273,,,,
679,555,0.678506136,,,,
680,545,0.66307497,,,,
681,480,0.589439154,,,,
682,556,0.67741394,,,,
683,688,0.835941076,,,,
684,443,0.545510054,,,,
685,641,0.779304981,,,,
686,829,1.053946733,,,,
687,485,0.590268135,,,,
688,560,0.682946682,,,,
689,513,0.621876001,,,,
690,577,0.70144105,,,,
691,524,0.651420832,,,,
692,630,0.763448954,,,,
693,576,0.70793581,,,,
694,505,0.645287275,,,,
695,732,0.892527819,,,,
696,562,0.68045187,,,,
697,619,0.77620101,,,,
698,568,0.694133997,,,,
699,461,0.565661907,,,,
700,530,0.646546841,,,,
701,492,0.643633842,,,,
702,574,0.728063822,,,,
703,572,0.694003105,,,,
704,589,0.71536994,,,,
705,511,0.628332138,,,,
706,495,0.599500179,,,,
