epoch,learning_times,real_time,,,,
988,546,0.685019255,,,,
989,558,0.675110817,,,,
990,411,0.502871037,,,,
991,692,0.842174053,,,,
992,470,0.57048893,,,,
993,499,0.607419014,,,,
994,581,0.702124119,,,,
995,696,0.844544888,,,,
996,523,0.63724184,,,,
997,479,0.578089952,,,,
998,509,0.61632514,,,,
999,534,0.65527606,,,,
1000,561,0.679147959,,,,
